Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2025-11-08,Shoulders/Arms,,1,8,15,,Single arm tricep pushdown (with wrist strap),
2025-11-08,Shoulders/Arms,,2,8,20,,Single arm tricep pushdown (with wrist strap),
2025-11-08,Shoulders/Arms,,3,8,25,,Single arm tricep pushdown (with wrist strap),
2025-11-08,Shoulders/Arms,Smith machine shoulder press,1,4,150,4 X 150 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-08,Shoulders/Arms,Smith machine shoulder press,2,4,155,4 X 155 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-08,Shoulders/Arms,Smith machine shoulder press,3,4,160,4 X 160 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-08,Shoulders/Arms,,1,4,150,,Smith machine shoulder press,
2025-11-08,Shoulders/Arms,,2,4,155,,Smith machine shoulder press,
2025-11-08,Shoulders/Arms,,3,4,160,,Smith machine shoulder press,
2025-11-08,Shoulders/Arms,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-08,Shoulders/Arms,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-08,Shoulders/Arms,,1,10,10,,Upper body warmup,
2025-11-08,Shoulders/Arms,,2,10,10,,Upper body warmup,
2025-11-10,Legs 1,Dumbbell Split Squat using squat rack setup,1,9,75,9 X 75 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-10,Legs 1,Dumbbell Split Squat using squat rack setup,2,9,80,9 X 80 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-10,Legs 1,,1,9,75,,Dumbbell Split Squat using squat rack setup,
2025-11-10,Legs 1,,2,9,80,,Dumbbell Split Squat using squat rack setup,
2025-11-10,Legs 1,,1,15,80,,Hip ADDuction,
2025-11-10,Legs 1,,2,15,85,,Hip ADDuction,
2025-11-10,Legs 1,,3,15,90,,Hip ADDuction,
2025-11-10,Legs 1,Hip ADDuction,1,15,80,15 X 80 lbs,Hip Adduction,Hip Adduction
2025-11-10,Legs 1,Hip ADDuction,2,15,85,15 X 85 lbs,Hip Adduction,Hip Adduction
2025-11-10,Legs 1,Hip ADDuction,3,15,90,15 X 90 lbs,Hip Adduction,Hip Adduction
2025-11-10,Legs 1,Leg extension,1,6,145,6 X 145 lbs,Leg Extension,Leg Extension
2025-11-10,Legs 1,Leg extension,2,6,150,6 X 150 lbs,Leg Extension,Leg Extension
2025-11-10,Legs 1,Leg extension,3,6,155,6 X 155 lbs,Leg Extension,Leg Extension
2025-11-10,Legs 1,,1,6,145,,Leg extension,
2025-11-10,Legs 1,,2,6,150,,Leg extension,
2025-11-10,Legs 1,,3,6,155,,Leg extension,
2025-11-10,Legs 1,Pendulum Squat,1,7,130,7 X 130 lbs,Pendulum Squat,Pendulum Squat
2025-11-10,Legs 1,Pendulum Squat,2,7,140,7 X 140 lbs,Pendulum Squat,Pendulum Squat
2025-11-10,Legs 1,Seated hamstring curl,1,6,140,6 X 140 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-10,Legs 1,Seated hamstring curl,2,6,145,6 X 145 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-10,Legs 1,Seated hamstring curl,3,6,150,6 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-10,Legs 1,,1,6,140,,Seated hamstring curl,
2025-11-10,Legs 1,,2,6,145,,Seated hamstring curl,
2025-11-10,Legs 1,,3,6,150,,Seated hamstring curl,
2025-11-10,Legs 1,Single leg hamstring curl,1,8,55,8 X 55 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-10,Legs 1,Single leg hamstring curl,2,8,60,8 X 60 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-10,Legs 1,,1,8,55,,Single leg hamstring curl,
2025-11-10,Legs 1,,2,8,60,,Single leg hamstring curl,
2025-11-10,Legs 1,Smith machine calf-raise,1,11,230,11 X 230 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-10,Legs 1,Smith machine calf-raise,2,11,235,11 X 235 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-10,Legs 1,Smith machine calf-raise,3,11,240,11 X 240 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-10,Legs 1,,1,11,230,,Smith machine calf-raise,
2025-11-10,Legs 1,,2,11,235,,Smith machine calf-raise,
2025-11-10,Legs 1,,3,11,240,,Smith machine calf-raise,
2025-11-11,Upper 1,Bench supported Hi-Lo Cable Row,1,9,50,9 X 50 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-11,Upper 1,Bench supported Hi-Lo Cable Row,2,8,55,8 X 55 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-11,Upper 1,,1,9,50,,Bench supported Hi-Lo Cable Row,
2025-11-11,Upper 1,,2,8,55,,Bench supported Hi-Lo Cable Row,
2025-11-11,Upper 1,Cable crunch,1,17,85,17 X 85 lbs,Cable Crunch,Cable Crunch
2025-11-11,Upper 1,Cable crunch,2,17,90,17 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-11,Upper 1,Cable crunch,3,17,95,17 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-11,Upper 1,,1,17,85,,Cable crunch,
2025-11-11,Upper 1,,2,17,90,,Cable crunch,
2025-11-11,Upper 1,,3,17,95,,Cable crunch,
2025-11-11,Upper 1,Chest Dips,2,7,5,7 X 5 lbs,Chest Dips,Chest Dips
2025-11-11,Upper 1,Egyptian Lateral Raise,1,11,10,11 X 10 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-11,Upper 1,Egyptian Lateral Raise,2,11,15,11 X 15 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-11,Upper 1,Egyptian Lateral Raise,3,11,20,11 X 20 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-11,Upper 1,Incline Smith Machine Bench,1,9,135,9 X 135 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-11,Upper 1,Incline Smith Machine Bench,2,9,140,9 X 140 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-11,Upper 1,Lat pulldown,1,7,120,7 X 120 lbs,Lat Pulldown,Lat Pulldown
2025-11-11,Upper 1,Lat pulldown,2,7,130,7 X 130 lbs,Lat Pulldown,Lat Pulldown
2025-11-11,Upper 1,,1,7,120,,Lat pulldown,
2025-11-11,Upper 1,,2,7,130,,Lat pulldown,
2025-11-11,Upper 1,Machine Chest Press,1,8,120,8 X 120 lbs,Machine Chest Press,Machine Chest Press
2025-11-11,Upper 1,Machine Chest Press,2,8,125,8 X 125 lbs,Machine Chest Press,Machine Chest Press
2025-11-11,Upper 1,Tricep Doubld Rope Pushdown,1,10,40,10 X 40 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-11,Upper 1,Tricep Doubld Rope Pushdown,2,10,45,10 X 45 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-11,Upper 1,Tricep Doubld Rope Pushdown,3,10,50,10 X 50 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-11,Upper 1,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-11,Upper 1,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-11,Upper 1,,1,10,10,,Upper body warmup,
2025-11-11,Upper 1,,2,10,10,,Upper body warmup,
2025-11-13,Leg Day 2,,1,7,245,,Belt Squat RDL,
2025-11-13,Leg Day 2,,2,7,250,,Belt Squat RDL,
2025-11-13,Leg Day 2,,3,7,255,,Belt Squat RDL,
2025-11-13,Leg Day 2,Belt Squat RDL,1,7,245,7 X 245 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-13,Leg Day 2,Belt Squat RDL,2,7,250,7 X 250 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-13,Leg Day 2,Belt Squat RDL,3,7,255,7 X 255 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-13,Leg Day 2,Cable crunch,1,18,85,18 X 85 lbs,Cable Crunch,Cable Crunch
2025-11-13,Leg Day 2,Cable crunch,2,18,90,18 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-13,Leg Day 2,Cable crunch,3,18,95,18 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-13,Leg Day 2,,1,18,85,,Cable crunch,
2025-11-13,Leg Day 2,,2,18,90,,Cable crunch,
2025-11-13,Leg Day 2,,3,18,95,,Cable crunch,
2025-11-13,Leg Day 2,Glute biased extension,1,6,35,6 X 35 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-13,Leg Day 2,Glute biased extension,2,6,50,6 X 50 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-13,Leg Day 2,,1,6,35,,Glute biased extension,
2025-11-13,Leg Day 2,,2,6,50,,Glute biased extension,
2025-11-13,Leg Day 2,Hip Thrust,1,7,120,7 X 120 lbs,Hip Thrust,Hip Thrust
2025-11-13,Leg Day 2,Hip Thrust,2,7,130,7 X 130 lbs,Hip Thrust,Hip Thrust
2025-11-13,Leg Day 2,Hip Thrust,3,7,140,7 X 140 lbs,Hip Thrust,Hip Thrust
2025-11-13,Leg Day 2,Leg extension,1,9,145,9 X 145 lbs,Leg Extension,Leg Extension
2025-11-13,Leg Day 2,Leg extension,2,9,150,9 X 150 lbs,Leg Extension,Leg Extension
2025-11-13,Leg Day 2,,1,9,145,,Leg extension,
2025-11-13,Leg Day 2,,2,9,150,,Leg extension,
2025-11-13,Leg Day 2,Machine Calf Raise (Gastroc),1,15,370,15 X 370 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-13,Leg Day 2,Machine Calf Raise (Gastroc),2,15,380,15 X 380 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-13,Leg Day 2,Machine Calf Raise (Gastroc),3,15,390,15 X 390 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-13,Leg Day 2,,1,15,370,,Machine Calf Raise (Gastroc),
2025-11-13,Leg Day 2,,2,15,380,,Machine Calf Raise (Gastroc),
2025-11-13,Leg Day 2,,3,15,390,,Machine Calf Raise (Gastroc),
2025-11-13,Leg Day 2,Seated hamstring curl,1,8,140,8 X 140 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-13,Leg Day 2,Seated hamstring curl,2,8,145,8 X 145 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-13,Leg Day 2,,1,8,140,,Seated hamstring curl,
2025-11-13,Leg Day 2,,2,8,145,,Seated hamstring curl,
2025-11-13,Leg Day 2,,1,9,95,,Single Leg RDL (bench supported),
2025-11-13,Leg Day 2,,2,9,100,,Single Leg RDL (bench supported),
2025-11-13,Leg Day 2,Single Leg RDL (bench supported),1,9,95,9 X 95 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-13,Leg Day 2,Single Leg RDL (bench supported),2,9,100,9 X 100 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-14,Upper 2,,1,8,45,,DB Hammer curls,
2025-11-14,Upper 2,,2,8,50,,DB Hammer curls,
2025-11-14,Upper 2,DB Hammer curls,1,8,45,8 X 45 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-14,Upper 2,DB Hammer curls,2,8,50,8 X 50 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-14,Upper 2,,1,6,50,,Incline DB bench,
2025-11-14,Upper 2,,2,6,55,,Incline DB bench,
2025-11-14,Upper 2,Incline DB bench,1,6,50,6 X 50 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-14,Upper 2,Incline DB bench,2,6,55,6 X 55 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-14,Upper 2,Machine chest fly,1,6,65,6 X 65 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-14,Upper 2,Machine chest fly,2,6,70,6 X 70 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-14,Upper 2,,1,6,65,,Machine chest fly,
2025-11-14,Upper 2,,2,6,70,,Machine chest fly,
2025-11-14,Upper 2,Overhand row (captioned),1,7,245,7 X 245 lbs,Overhand Row,Overhand Row
2025-11-14,Upper 2,Overhand row (captioned),2,7,250,7 X 250 lbs,Overhand Row,Overhand Row
2025-11-14,Upper 2,,1,7,245,,Overhand row (captioned),
2025-11-14,Upper 2,,2,7,250,,Overhand row (captioned),
2025-11-14,Upper 2,Rear delt cable fly,1,10,15,10 X 15 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-14,Upper 2,Rear delt cable fly,2,10,15,10 X 15 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-14,Upper 2,,1,10,15,,Rear delt cable fly,
2025-11-14,Upper 2,,2,10,15,,Rear delt cable fly,
2025-11-14,Upper 2,Tricep Dip Machine (Plate Loaded),1,9,280,9 X 280 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-14,Upper 2,Tricep Dip Machine (Plate Loaded),2,9,285,9 X 285 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-14,Upper 2,,1,9,280,,Tricep Dip Machine (Plate Loaded),
2025-11-14,Upper 2,,2,9,285,,Tricep Dip Machine (Plate Loaded),
2025-11-15,Shoulders/Arms,Bayesian Biceps cable curl,1,10,30,10 X 30 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-15,Shoulders/Arms,Bayesian Biceps cable curl,2,10,35,10 X 35 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-15,Shoulders/Arms,Bayesian Biceps cable curl,3,9,40,9 X 40 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-15,Shoulders/Arms,,1,10,30,,Bayesian Biceps cable curl,
2025-11-15,Shoulders/Arms,,2,10,35,,Bayesian Biceps cable curl,
2025-11-15,Shoulders/Arms,,3,9,40,,Bayesian Biceps cable curl,
2025-11-15,Shoulders/Arms,Cable lateral raise (with wrist strap),1,7,20,7 X 20 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-15,Shoulders/Arms,Cable lateral raise (with wrist strap),2,7,25,7 X 25 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-15,Shoulders/Arms,Cable rotation,1,10,35,10 X 35 lbs,Cable Rotation,Cable Rotation
2025-11-15,Shoulders/Arms,Cable rotation,2,10,40,10 X 40 lbs,Cable Rotation,Cable Rotation
2025-11-15,Shoulders/Arms,,1,7,20,,Cable lateral raise (with wrist strap),
2025-11-15,Shoulders/Arms,,2,7,25,,Cable lateral raise (with wrist strap),
2025-11-15,Shoulders/Arms,,1,10,35,,Cable rotation,
2025-11-15,Shoulders/Arms,,2,10,40,,Cable rotation,
2025-11-15,Shoulders/Arms,Incline machine chest press (captioned),1,6,145,6 X 145 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-15,Shoulders/Arms,Incline machine chest press (captioned),2,6,150,6 X 150 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-15,Shoulders/Arms,,1,6,145,,Incline machine chest press (captioned),
2025-11-15,Shoulders/Arms,,2,6,150,,Incline machine chest press (captioned),
2025-11-15,Shoulders/Arms,Machine Rear Delt Fly,1,10,35,10 X 35 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-15,Shoulders/Arms,Machine Rear Delt Fly,2,10,40,10 X 40 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-15,Shoulders/Arms,Oblique Cable Crunch,1,10,40,10 X 40 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-15,Shoulders/Arms,Oblique Cable Crunch,2,10,45,10 X 45 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-15,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,6,20,6 X 20 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-15,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,6,25,6 X 25 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-15,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,8,15,8 X 15 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-15,Shoulders/Arms,,1,6,20,,Single arm tricep pushdown (with wrist strap),
2025-11-15,Shoulders/Arms,,2,6,25,,Single arm tricep pushdown (with wrist strap),
2025-11-15,Shoulders/Arms,,3,8,15,,Single arm tricep pushdown (with wrist strap),
2025-11-15,Shoulders/Arms,Smith machine shoulder press,1,5,150,5 X 150 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-15,Shoulders/Arms,Smith machine shoulder press,2,5,155,5 X 155 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-15,Shoulders/Arms,Smith machine shoulder press,3,5,160,5 X 160 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-15,Shoulders/Arms,,1,5,150,,Smith machine shoulder press,
2025-11-15,Shoulders/Arms,,2,5,155,,Smith machine shoulder press,
2025-11-15,Shoulders/Arms,,3,5,160,,Smith machine shoulder press,
2025-11-15,Shoulders/Arms,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-15,Shoulders/Arms,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-15,Shoulders/Arms,,1,10,10,,Upper body warmup,
2025-11-15,Shoulders/Arms,,2,10,10,,Upper body warmup,
2025-11-17,Legs 1,Dumbbell Split Squat using squat rack setup,1,10,75,10 X 75 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-17,Legs 1,Dumbbell Split Squat using squat rack setup,2,10,80,10 X 80 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-17,Legs 1,,1,10,75,,Dumbbell Split Squat using squat rack setup,
2025-11-17,Legs 1,,2,10,80,,Dumbbell Split Squat using squat rack setup,
2025-11-17,Legs 1,,1,12,85,,Hip ADDuction,
2025-11-17,Legs 1,,2,12,90,,Hip ADDuction,
2025-11-17,Legs 1,,3,12,95,,Hip ADDuction,
2025-11-17,Legs 1,Hip ADDuction,1,12,85,12 X 85 lbs,Hip Adduction,Hip Adduction
2025-11-17,Legs 1,Hip ADDuction,2,12,90,12 X 90 lbs,Hip Adduction,Hip Adduction
2025-11-17,Legs 1,Hip ADDuction,3,12,95,12 X 95 lbs,Hip Adduction,Hip Adduction
2025-11-17,Legs 1,Leg extension,1,6,150,6 X 150 lbs,Leg Extension,Leg Extension
2025-11-17,Legs 1,Leg extension,2,6,155,6 X 155 lbs,Leg Extension,Leg Extension
2025-11-17,Legs 1,Leg extension,3,6,160,6 X 160 lbs,Leg Extension,Leg Extension
2025-11-17,Legs 1,,1,6,150,,Leg extension,
2025-11-17,Legs 1,,2,6,155,,Leg extension,
2025-11-17,Legs 1,,3,6,160,,Leg extension,
2025-11-17,Legs 1,Pendulum Squat,1,5,140,5 X 140 lbs,Pendulum Squat,Pendulum Squat
2025-11-17,Legs 1,Pendulum Squat,2,5,150,5 X 150 lbs,Pendulum Squat,Pendulum Squat
2025-11-17,Legs 1,Seated hamstring curl,1,6,145,6 X 145 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-17,Legs 1,Seated hamstring curl,2,6,150,6 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-17,Legs 1,Seated hamstring curl,3,6,155,6 X 155 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-17,Legs 1,,1,6,145,,Seated hamstring curl,
2025-11-17,Legs 1,,2,6,150,,Seated hamstring curl,
2025-11-17,Legs 1,,3,6,155,,Seated hamstring curl,
2025-11-17,Legs 1,Single leg hamstring curl,1,9,55,9 X 55 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-17,Legs 1,Single leg hamstring curl,2,9,60,9 X 60 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-17,Legs 1,,1,9,55,,Single leg hamstring curl,
2025-11-17,Legs 1,,2,9,60,,Single leg hamstring curl,
2025-11-17,Legs 1,Smith machine calf-raise,1,12,230,12 X 230 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-17,Legs 1,Smith machine calf-raise,2,12,235,12 X 235 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-17,Legs 1,Smith machine calf-raise,3,12,240,12 X 240 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-17,Legs 1,,1,12,230,,Smith machine calf-raise,
2025-11-17,Legs 1,,2,12,235,,Smith machine calf-raise,
2025-11-17,Legs 1,,3,12,240,,Smith machine calf-raise,
2025-11-18,Upper 1,Bench supported Hi-Lo Cable Row,1,10,50,10 X 50 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-18,Upper 1,Bench supported Hi-Lo Cable Row,2,10,55,10 X 55 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-18,Upper 1,,1,10,50,,Bench supported Hi-Lo Cable Row,
2025-11-18,Upper 1,,2,10,55,,Bench supported Hi-Lo Cable Row,
2025-11-18,Upper 1,Cable crunch,1,19,85,19 X 85 lbs,Cable Crunch,Cable Crunch
2025-11-18,Upper 1,Cable crunch,2,19,90,19 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-18,Upper 1,Cable crunch,3,19,95,19 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-18,Upper 1,,1,19,85,,Cable crunch,
2025-11-18,Upper 1,,2,19,90,,Cable crunch,
2025-11-18,Upper 1,,3,19,95,,Cable crunch,
2025-11-18,Upper 1,Chest Dips,2,8,5,8 X 5 lbs,Chest Dips,Chest Dips
2025-11-18,Upper 1,Egyptian Lateral Raise,1,12,10,12 X 10 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-18,Upper 1,Egyptian Lateral Raise,2,12,15,12 X 15 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-18,Upper 1,Egyptian Lateral Raise,3,12,20,12 X 20 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-18,Upper 1,Incline Smith Machine Bench,1,10,135,10 X 135 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-18,Upper 1,Incline Smith Machine Bench,2,10,140,10 X 140 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-18,Upper 1,Lat pulldown,1,8,120,8 X 120 lbs,Lat Pulldown,Lat Pulldown
2025-11-18,Upper 1,Lat pulldown,2,8,130,8 X 130 lbs,Lat Pulldown,Lat Pulldown
2025-11-18,Upper 1,,1,8,120,,Lat pulldown,
2025-11-18,Upper 1,,2,8,130,,Lat pulldown,
2025-11-18,Upper 1,Machine Chest Press,1,5,125,5 X 125 lbs,Machine Chest Press,Machine Chest Press
2025-11-18,Upper 1,Machine Chest Press,2,5,130,5 X 130 lbs,Machine Chest Press,Machine Chest Press
2025-11-18,Upper 1,Tricep Doubld Rope Pushdown,1,8,50,8 X 50 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-18,Upper 1,Tricep Doubld Rope Pushdown,2,8,55,8 X 55 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-18,Upper 1,Tricep Doubld Rope Pushdown,3,10,45,10 X 45 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-18,Upper 1,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-18,Upper 1,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-18,Upper 1,,1,10,10,,Upper body warmup,
2025-11-18,Upper 1,,2,10,10,,Upper body warmup,
2025-11-20,Leg Day 2,,1,8,245,,Belt Squat RDL,
2025-11-20,Leg Day 2,,2,8,250,,Belt Squat RDL,
2025-11-20,Leg Day 2,,3,8,255,,Belt Squat RDL,
2025-11-20,Leg Day 2,Belt Squat RDL,1,8,245,8 X 245 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-20,Leg Day 2,Belt Squat RDL,2,8,250,8 X 250 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-20,Leg Day 2,Belt Squat RDL,3,8,255,8 X 255 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-20,Leg Day 2,Cable crunch,1,20,85,20 X 85 lbs,Cable Crunch,Cable Crunch
2025-11-20,Leg Day 2,Cable crunch,2,20,90,20 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-20,Leg Day 2,Cable crunch,3,20,95,20 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-20,Leg Day 2,,1,20,85,,Cable crunch,
2025-11-20,Leg Day 2,,2,20,90,,Cable crunch,
2025-11-20,Leg Day 2,,3,20,95,,Cable crunch,
2025-11-20,Leg Day 2,Glute biased extension,1,7,35,7 X 35 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-20,Leg Day 2,Glute biased extension,2,7,50,7 X 50 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-20,Leg Day 2,,1,7,35,,Glute biased extension,
2025-11-20,Leg Day 2,,2,7,50,,Glute biased extension,
2025-11-20,Leg Day 2,Hip Thrust,1,8,120,8 X 120 lbs,Hip Thrust,Hip Thrust
2025-11-20,Leg Day 2,Hip Thrust,2,8,130,8 X 130 lbs,Hip Thrust,Hip Thrust
2025-11-20,Leg Day 2,Hip Thrust,3,8,140,8 X 140 lbs,Hip Thrust,Hip Thrust
2025-11-20,Leg Day 2,Leg extension,1,7,150,7 X 150 lbs,Leg Extension,Leg Extension
2025-11-20,Leg Day 2,Leg extension,2,7,155,7 X 155 lbs,Leg Extension,Leg Extension
2025-11-20,Leg Day 2,,1,7,150,,Leg extension,
2025-11-20,Leg Day 2,,2,7,155,,Leg extension,
2025-11-20,Leg Day 2,Machine Calf Raise (Gastroc),1,16,370,16 X 370 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-20,Leg Day 2,Machine Calf Raise (Gastroc),2,16,380,16 X 380 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-20,Leg Day 2,Machine Calf Raise (Gastroc),3,16,390,16 X 390 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-20,Leg Day 2,,1,16,370,,Machine Calf Raise (Gastroc),
2025-11-20,Leg Day 2,,2,16,380,,Machine Calf Raise (Gastroc),
2025-11-20,Leg Day 2,,3,16,390,,Machine Calf Raise (Gastroc),
2025-11-20,Leg Day 2,Seated hamstring curl,1,8,145,8 X 145 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-20,Leg Day 2,Seated hamstring curl,2,8,150,8 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-20,Leg Day 2,,1,8,145,,Seated hamstring curl,
2025-11-20,Leg Day 2,,2,8,150,,Seated hamstring curl,
2025-11-20,Leg Day 2,,1,10,95,,Single Leg RDL (bench supported),
2025-11-20,Leg Day 2,,2,10,100,,Single Leg RDL (bench supported),
